"","id","timestamp","x","y","ring_id","sex","sensor","tag_site","study_name","study_id"
"115426","B4YYYB",2017-10-13,-15.837,13.479,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115427","B4YYYB",2017-10-14,-15.84,13.495,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115428","B4YYYB",2017-10-16,-15.841,13.497,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115430","B4YYYB",2017-10-20,-15.82,13.477,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115431","B4YYYB",2017-10-21,-15.838,13.491,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115432","B4YYYB",2017-10-22,-15.906,13.477,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115433","B4YYYB",2017-10-23,-15.837,13.492,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115434","B4YYYB",2017-10-24,-15.918,13.469,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115436","B4YYYB",2017-10-28,-15.809,13.506,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115437","B4YYYB",2017-10-29,-15.797,13.509,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115438","B4YYYB",2017-10-30,-15.805,13.506,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115441","B4YYYB",2017-10-31,-15.78,13.549,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115443","B4YYYB",2017-11-02,-15.808,13.502,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115445","B4YYYB",2017-11-03,-15.806,13.501,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115447","B4YYYB",2017-11-04,-15.694,13.464,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115448","B4YYYB",2017-11-06,-15.921,13.467,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115450","B4YYYB",2017-11-07,-15.832,13.509,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115452","B4YYYB",2017-11-10,-15.811,13.482,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115453","B4YYYB",2017-11-11,-15.833,13.489,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115455","B4YYYB",2017-11-13,-15.813,13.491,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115456","B4YYYB",2017-11-14,-15.78,13.555,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115459","B4YYYB",2017-11-17,-15.829,13.479,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115460","B4YYYB",2017-11-18,-15.834,13.507,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115461","B4YYYB",2017-11-20,-15.572,13.499,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115464","B4YYYB",2017-11-25,-15.862,13.53,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115465","B4YYYB",2017-11-26,-15.902,13.48,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115466","B4YYYB",2017-11-27,-15.887,13.508,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115687","B4YYYB",2018-10-21,-15.833,13.482,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115688","B4YYYB",2018-10-22,-15.838,13.485,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115689","B4YYYB",2018-10-24,-15.839,13.497,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115690","B4YYYB",2018-10-25,-15.841,13.495,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115691","B4YYYB",2018-10-28,-15.837,13.477,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115692","B4YYYB",2018-10-30,-15.924,13.475,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115693","B4YYYB",2018-10-31,-15.89,13.48,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115698","B4YYYB",2018-11-05,-15.859,13.516,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115699","B4YYYB",2018-11-07,-15.909,13.474,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115700","B4YYYB",2018-11-08,-15.927,13.455,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115702","B4YYYB",2018-11-12,-15.838,13.483,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115703","B4YYYB",2018-11-13,-15.793,13.497,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115704","B4YYYB",2018-11-14,-15.898,13.479,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115916","B4YYYB",2019-09-27,-16.055,13.495,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115917","B4YYYB",2019-10-05,-15.822,13.49,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115919","B4YYYB",2019-10-07,-15.839,13.493,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115920","B4YYYB",2019-10-08,-15.842,13.496,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115921","B4YYYB",2019-10-11,-15.826,13.491,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115924","B4YYYB",2019-10-15,-15.84,13.496,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115925","B4YYYB",2019-10-19,-15.816,13.484,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115927","B4YYYB",2019-10-20,-15.809,13.497,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115928","B4YYYB",2019-10-22,-15.927,13.567,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115930","B4YYYB",2019-10-23,-15.839,13.493,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115931","B4YYYB",2019-10-26,-15.771,13.504,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115934","B4YYYB",2019-10-29,-15.819,13.491,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115935","B4YYYB",2019-11-03,-15.831,13.479,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115936","B4YYYB",2019-11-07,-15.805,13.506,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115937","B4YYYB",2019-11-11,-15.884,13.529,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115939","B4YYYB",2019-11-13,-15.823,13.482,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115940","B4YYYB",2019-11-14,-15.831,13.492,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"115941","B4YYYB",2019-11-17,-15.912,13.472,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116023","B4YYYB",2020-10-08,-15.815,13.488,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116025","B4YYYB",2020-10-17,-15.818,13.492,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116031","B4YYYB",2020-10-23,-15.84,13.49,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116032","B4YYYB",2020-10-27,-15.822,13.488,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116033","B4YYYB",2020-11-03,-15.833,13.489,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116092","B4YYYB",2021-09-25,-15.82,13.494,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116093","B4YYYB",2021-09-28,-15.837,13.492,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116094","B4YYYB",2021-10-02,-15.801,13.493,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116095","B4YYYB",2021-10-05,-15.84,13.497,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116097","B4YYYB",2021-10-16,-15.766,13.477,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116098","B4YYYB",2021-10-20,-15.815,13.48,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116099","B4YYYB",2021-10-24,-15.813,13.49,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116100","B4YYYB",2021-10-27,-15.817,13.484,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116101","B4YYYB",2021-11-01,-15.921,13.505,"B4YYYB",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
"116429","IJsboerderij",2017-08-31,-15.809,13.516,"B2BBYL",NA,"Argos Doppler Shift","NL","Wild Juveniles 3",282596404
